93,0,60,54,5,58,3,62,8,28,6,51,02857143
0,66,7,60,87,5,70,60,66,7,58,7
57,1,80,83,3,0,71,4,50,50,55,97142857
66,7,75,40,25,0,50,63,6,45,75714286
50,33,3,42,9,25,70,20,36,4,39,65714286
70,50,25,0,50,0,71,4,38,05714286
41,7,42,9,50,20,33,3,0,20,29,7
0,0,44,4,80,33,3,0,0,22,52857143
62,5,50,0,50,50,0,40,36,07142857
0,100,50,25,60,0,0,33,57142857
50,100,33,3,0,25,0,0,29,75714286
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,50,33,3,50,0,0,19,04285714
33,3,0,16,7,100,16,7,0,0,23,81428571
0,0,0,0,0,0,0,0
33,3,0,33,3,0,12,2,0,0,11,25714286
25,42,9,50,72,7,25,61,5,68,4,49,35714286
NaN,75,43,8,93,3,43,8,70,6,60,64,41666667
57,1,68,58,8,52,9,NaN,43,8,37,5,53,01666667
71,4,NaN,57,9,57,1,56,2,53,8,46,2,57,1
50,23,1,61,1,0,37,5,66,7,64,3,43,24285714
30,NaN,66,7,63,6,72,7,50,50,55,5
71,4,100,40,44,4,70,6,50,70,6,63,85714286
50,60,37,5,30,73,1,55,47,6,50,45714286
75,50,80,56,2,37,5,22,2,40,51,55714286
53,8,50,42,6,NaN,50,62,5,50,51,48333333
44,4,50,77,8,37,5,NaN,61,5,35,7,51,15
60,36,4,57,1,NaN,33,3,47,9,50,47,45
0,100,33,3,33,3,62,5,0,25,36,3
56,2,30,43,5,NaN,40,22,2,41,7,38,93333333
50,40,0,100,0,0,0,27,14285714
40,68,8,0,55,6,30,40,55,6,41,42857143
0,0,50,40,NaN,20,0,18,33333333
